index, name, zvalue, xvalue, yvalue 
475, Cell_0476.png, 0.22, 0.77, 0.44 
476, Cell_0477.png, 0.20, 0.68, 0.06 
477, Cell_0478.png, 0.25, 0.92, 0.05 
478, Cell_0479.png, 0.10, 0.42, 0.22 
479, Cell_0480.png, 0.16, 0.27, 0.53 
480, Cell_0481.png, 0.27, 0.07, 0.75 
481, Cell_0482.png, 0.25, 0.20, 0.26 
482, Cell_0483.png, 0.19, 0.49, 0.29 
483, Cell_0484.png, 0.19, 0.40, 0.08 
484, Cell_0485.png, 0.22, 0.83, 0.10 
485, Cell_0486.png, 0.26, 0.34, 0.66 
486, Cell_0487.png, 0.21, 0.45, 0.83 
487, Cell_0488.png, 0.08, 0.81, 0.68 
488, Cell_0489.png, 0.22, 0.68, 0.38 
489, Cell_0490.png, 0.18, 0.77, 0.80 
490, Cell_0491.png, 0.23, 0.14, 0.39 
491, Cell_0492.png, 0.23, 0.54, 0.76 
492, Cell_0493.png, 0.18, 0.64, 0.47 
493, Cell_0494.png, 0.14, 0.36, 0.88 
494, Cell_0495.png, 0.24, 0.61, 0.45 
495, Cell_0496.png, 0.21, 0.33, 0.29 
496, Cell_0497.png, 0.22, 0.92, 0.30 
497, Cell_0498.png, 0.22, 0.24, 0.79 
498, Cell_0499.png, 0.16, 0.98, 0.83 
499, Cell_0500.png, 0.20, 0.27, 0.67 
500, Cell_0501.png, 0.19, 0.48, 0.47 
501, Cell_0502.png, 0.18, 0.58, 0.87 
502, Cell_0503.png, 0.22, 0.25, 0.36 
503, Cell_0504.png, 0.19, 0.22, 0.69 
504, Cell_0505.png, 0.15, 0.62, 0.68 
505, Cell_0506.png, 0.23, 0.64, 0.87 
506, Cell_0507.png, 0.24, 0.42, 0.54 
507, Cell_0508.png, 0.14, 0.57, 0.49 
508, Cell_0509.png, 0.16, 0.90, 0.45 
509, Cell_0510.png, 0.15, 0.74, 0.84 
510, Cell_0511.png, 0.19, 0.80, 0.21 
511, Cell_0512.png, 0.18, 0.22, 0.40 
512, Cell_0513.png, 0.20, 0.87, 0.55 
513, Cell_0514.png, 0.20, 0.13, 0.55 
514, Cell_0515.png, 0.22, 0.30, 0.55 
515, Cell_0516.png, 0.28, 0.05, 0.27 
516, Cell_0517.png, 0.15, 0.55, 0.83 
517, Cell_0518.png, 0.22, 0.18, 0.14 
518, Cell_0519.png, 0.12, 0.23, 0.47 
519, Cell_0520.png, 0.24, 0.81, 0.37 
520, Cell_0521.png, 0.22, 0.51, 0.51 
521, Cell_0522.png, 0.19, 0.34, 0.45 
522, Cell_0523.png, 0.24, 0.46, 0.01 
523, Cell_0524.png, 0.27, 0.45, 0.25 
524, Cell_0525.png, 0.20, 0.49, 0.22 
525, Cell_0526.png, 0.19, 0.26, 0.85 
526, Cell_0527.png, 0.22, 0.34, 0.01 
527, Cell_0528.png, 0.18, 0.90, 0.69 
528, Cell_0529.png, 0.22, 0.95, 0.74 
529, Cell_0530.png, 0.16, 0.75, 0.60 
530, Cell_0531.png, 0.22, 0.94, 0.01 
531, Cell_0532.png, 0.18, 0.63, 0.10 
532, Cell_0533.png, 0.14, 0.48, 0.72 
533, Cell_0534.png, 0.21, 0.75, 0.73 
534, Cell_0535.png, 0.18, 0.05, 0.42 
535, Cell_0536.png, 0.19, 0.70, 0.79 
536, Cell_0537.png, 0.20, 0.82, 0.48 
537, Cell_0538.png, 0.22, 0.39, 0.49 
538, Cell_0539.png, 0.17, 0.50, 0.67 
539, Cell_0540.png, 0.22, 0.33, 0.77 
540, Cell_0541.png, 0.21, 0.92, 0.61 
541, Cell_0542.png, 0.14, 0.92, 0.57 
542, Cell_0543.png, 0.19, 0.60, 0.49 
543, Cell_0544.png, 0.21, 0.53, 0.30 
544, Cell_0545.png, 0.26, 0.32, 0.33 
545, Cell_0546.png, 0.15, 0.67, 0.55 
546, Cell_0547.png, 0.18, 0.54, 0.90 
547, Cell_0548.png, 0.23, 0.05, 0.54 
548, Cell_0549.png, 0.15, 0.28, 0.61 
549, Cell_0550.png, 0.23, 0.14, 0.22 
550, Cell_0551.png, 0.24, 0.90, 0.77 
551, Cell_0552.png, 0.20, 0.19, 0.53 
552, Cell_0553.png, 0.20, 0.56, 0.70 
553, Cell_0554.png, 0.11, 0.49, 0.81 
554, Cell_0555.png, 0.21, 0.39, 0.30 
555, Cell_0556.png, 0.22, 0.47, 0.38 
556, Cell_0557.png, 0.18, 0.29, 0.40 
557, Cell_0558.png, 0.23, 0.63, 0.52 
558, Cell_0559.png, 0.21, 0.66, 0.59 
559, Cell_0560.png, 0.24, 0.10, 0.26 
560, Cell_0561.png, 0.22, 0.97, 0.63 
561, Cell_0562.png, 0.20, 0.43, 0.71 
562, Cell_0563.png, 0.30, 0.02, 0.35 
563, Cell_0564.png, 0.26, 0.50, 0.60 
564, Cell_0565.png, 0.22, 0.42, 0.78 
565, Cell_0566.png, 0.21, 0.79, 0.53 
566, Cell_0567.png, 0.21, 0.08, 0.59 
567, Cell_0568.png, 0.26, 0.86, 0.49 
568, Cell_0569.png, 0.25, 0.87, 0.40 
569, Cell_0570.png, 0.24, 0.71, 0.73 
570, Cell_0571.png, 0.17, 0.65, 0.78 
571, Cell_0572.png, 0.24, 0.56, 0.49 
572, Cell_0573.png, 0.16, 0.47, 0.33 
573, Cell_0574.png, 0.23, 0.33, 0.41 
574, Cell_0575.png, 0.25, 0.96, 0.84 
575, Cell_0576.png, 0.25, 0.21, 0.75 
576, Cell_0577.png, 0.27, 0.68, 0.20 
577, Cell_0578.png, 0.25, 0.29, 0.82 
578, Cell_0579.png, 0.29, 0.50, 0.21 
579, Cell_0580.png, 0.22, 0.30, 0.17 
580, Cell_0581.png, 0.27, 0.83, 0.77 
581, Cell_0582.png, 0.26, 0.99, 0.73 
582, Cell_0583.png, 0.23, 0.05, 0.08 
583, Cell_0584.png, 0.17, 0.91, 0.77 
584, Cell_0585.png, 0.21, 0.64, 0.72 
585, Cell_0586.png, 0.25, 0.68, 0.30 
586, Cell_0587.png, 0.23, 0.85, 0.34 
587, Cell_0588.png, 0.25, 0.40, 0.15 
588, Cell_0589.png, 0.26, 0.75, 0.35 
589, Cell_0590.png, 0.23, 0.44, 0.12 
590, Cell_0591.png, 0.25, 0.35, 0.54 
591, Cell_0592.png, 0.26, 0.17, 0.45 
592, Cell_0593.png, 0.30, 0.13, 0.78 
593, Cell_0594.png, 0.24, 0.23, 0.13 
594, Cell_0595.png, 0.22, 0.96, 0.26 
595, Cell_0596.png, 0.28, 0.65, 0.11 
596, Cell_0597.png, 0.28, 0.60, 0.10 
597, Cell_0598.png, 0.21, 0.70, 0.25 
598, Cell_0599.png, 0.24, 0.88, 0.22 
599, Cell_0600.png, 0.25, 0.73, 0.09 
600, Cell_0601.png, 0.24, 0.82, 0.01 
601, Cell_0602.png, 0.24, 0.80, 0.04 
602, Cell_0603.png, 0.22, 0.06, 0.22 
603, Cell_0604.png, 0.23, 0.22, 0.87 
604, Cell_0605.png, 0.15, 0.79, 0.84 
605, Cell_0606.png, 0.17, 0.10, 0.66 
606, Cell_0607.png, 0.15, 0.27, 0.45 
607, Cell_0608.png, 0.18, 0.43, 0.29 
608, Cell_0609.png, 0.22, 0.52, 0.44 
609, Cell_0610.png, 0.24, 0.18, 0.20 
610, Cell_0611.png, 0.19, 0.31, 0.66 
611, Cell_0612.png, 0.15, 0.49, 0.87 
612, Cell_0613.png, 0.15, 0.95, 0.28 
613, Cell_0614.png, 0.13, 0.67, 0.06 
614, Cell_0615.png, 0.12, 0.64, 0.50 
615, Cell_0616.png, 0.24, 0.06, 0.14 
616, Cell_0617.png, 0.23, 0.23, 0.43 
617, Cell_0618.png, 0.16, 0.76, 0.10 
618, Cell_0619.png, 0.19, 0.24, 0.11 
619, Cell_0620.png, 0.14, 0.86, 0.91 
620, Cell_0621.png, 0.12, 0.30, 0.30 
621, Cell_0622.png, 0.20, 0.54, 0.36 
622, Cell_0623.png, 0.14, 1.00, 0.59 
623, Cell_0624.png, 0.18, 0.80, 0.33 
624, Cell_0625.png, 0.14, 0.74, 0.22 
625, Cell_0626.png, 0.23, 0.92, 0.53 
626, Cell_0627.png, 0.16, 0.56, 0.09 
627, Cell_0628.png, 0.22, 0.10, 0.80 
628, Cell_0629.png, 0.17, 0.51, 0.76 
629, Cell_0630.png, 0.13, 0.33, 0.09 
630, Cell_0631.png, 0.15, 0.96, 0.07 
631, Cell_0632.png, 0.20, 0.94, 0.83 
632, Cell_0633.png, 0.14, 0.35, 0.16 
633, Cell_0634.png, 0.18, 0.19, 0.82 
634, Cell_0635.png, 0.13, 0.43, 0.72 
635, Cell_0636.png, 0.14, 0.44, 0.11 
636, Cell_0637.png, 0.17, 0.86, 0.37 
637, Cell_0638.png, 0.19, 0.30, 0.87 
638, Cell_0639.png, 0.11, 0.76, 0.77 
639, Cell_0640.png, 0.19, 0.34, 0.60 
640, Cell_0641.png, 0.16, 0.14, 0.52 
641, Cell_0642.png, 0.13, 0.82, 0.66 
642, Cell_0643.png, 0.23, 0.59, 0.64 
643, Cell_0644.png, 0.17, 0.93, 0.15 
644, Cell_0645.png, 0.14, 0.64, 0.89 
645, Cell_0646.png, 0.17, 0.31, 0.51 
646, Cell_0647.png, 0.16, 0.93, 0.36 
647, Cell_0648.png, 0.16, 0.22, 0.56 
648, Cell_0649.png, 0.14, 0.53, 0.23 
649, Cell_0650.png, 0.18, 0.48, 0.60 
650, Cell_0651.png, 0.12, 0.66, 0.36 
651, Cell_0652.png, 0.16, 0.70, 0.61 
652, Cell_0653.png, 0.16, 0.62, 0.30 
653, Cell_0654.png, 0.24, 0.87, 0.29 
654, Cell_0655.png, 0.16, 0.59, 0.23 
655, Cell_0656.png, 0.25, 0.92, 0.42 
656, Cell_0657.png, 0.18, 0.68, 0.85 
657, Cell_0658.png, 0.15, 0.34, 0.25 
658, Cell_0659.png, 0.20, 0.75, 0.18 
659, Cell_0660.png, 0.18, 0.42, 0.36 
660, Cell_0661.png, 0.23, 0.13, 0.60 
661, Cell_0662.png, 0.19, 0.33, 0.05 
662, Cell_0663.png, 0.20, 0.72, 0.05 
663, Cell_0664.png, 0.20, 0.10, 0.88 
664, Cell_0665.png, 0.20, 0.87, 0.16 
665, Cell_0666.png, 0.30, 0.06, 0.58 
666, Cell_0667.png, 0.23, 0.35, 0.72 
667, Cell_0668.png, 0.22, 0.56, 0.42 
668, Cell_0669.png, 0.16, 0.85, 0.44 
669, Cell_0670.png, 0.18, 0.30, 0.33 
670, Cell_0671.png, 0.19, 0.21, 0.49 
671, Cell_0672.png, 0.17, 0.62, 0.57 
672, Cell_0673.png, 0.15, 0.45, 0.77 
673, Cell_0674.png, 0.21, 0.16, 0.86 
674, Cell_0675.png, 0.18, 0.89, 0.85 
675, Cell_0676.png, 0.22, 0.43, 0.47 
676, Cell_0677.png, 0.20, 0.50, 0.15 
677, Cell_0678.png, 0.30, 0.05, 0.37 
678, Cell_0679.png, 0.22, 0.25, 0.59 
679, Cell_0680.png, 0.16, 0.69, 0.33 
680, Cell_0681.png, 0.16, 0.58, 0.78 
681, Cell_0682.png, 0.21, 0.87, 0.62 
682, Cell_0683.png, 0.21, 0.18, 0.41 
683, Cell_0684.png, 0.18, 0.95, 0.51 
684, Cell_0685.png, 0.22, 0.46, 0.55 
685, Cell_0686.png, 0.19, 0.29, 0.24 
686, Cell_0687.png, 0.13, 0.67, 0.29 
687, Cell_0688.png, 0.22, 0.06, 0.29 
688, Cell_0689.png, 0.11, 0.55, 0.67 
689, Cell_0690.png, 0.17, 0.12, 0.79 
690, Cell_0691.png, 0.13, 1.00, 0.71 
691, Cell_0692.png, 0.14, 0.38, 0.47 
692, Cell_0693.png, 0.12, 0.39, 0.10 
693, Cell_0694.png, 0.09, 0.90, 0.42 
694, Cell_0695.png, 0.13, 0.53, 0.28 
695, Cell_0696.png, 0.19, 0.84, 0.78 
696, Cell_0697.png, 0.15, 0.91, 0.10 
697, Cell_0698.png, 0.10, 0.73, 0.72 
698, Cell_0699.png, 0.10, 0.96, 0.52 
699, Cell_0700.png, 0.15, 0.14, 0.22 
700, Cell_0701.png, 0.05, 0.40, 0.65 
701, Cell_0702.png, 0.18, 0.19, 0.30 
702, Cell_0703.png, 0.12, 0.33, 0.65 
703, Cell_0704.png, 0.15, 0.08, 0.76 
704, Cell_0705.png, 0.13, 0.43, 0.05 
705, Cell_0706.png, 0.10, 0.37, 0.22 
706, Cell_0707.png, 0.04, 0.52, 0.13 
707, Cell_0708.png, 0.15, 0.84, 0.18 
708, Cell_0709.png, 0.15, 0.56, 0.54 
709, Cell_0710.png, 0.11, 0.38, 0.74 
710, Cell_0711.png, 0.12, 0.33, 0.74 
711, Cell_0712.png, 0.14, 0.71, 0.28 
712, Cell_0713.png, 0.14, 0.96, 0.19 
713, Cell_0714.png, 0.06, 0.60, 0.15 
714, Cell_0715.png, 0.15, 0.07, 0.25 
715, Cell_0716.png, 0.19, 0.17, 0.69 
716, Cell_0717.png, 0.17, 0.73, 0.51 
717, Cell_0718.png, 0.15, 0.52, 0.47 
718, Cell_0719.png, 0.07, 0.57, 0.88 
719, Cell_0720.png, 0.17, 0.22, 0.76 
720, Cell_0721.png, 0.11, 0.26, 0.03 
721, Cell_0722.png, 0.09, 0.10, 0.68 
722, Cell_0723.png, 0.20, 0.11, 0.50 
723, Cell_0724.png, 0.11, 0.41, 0.15 
724, Cell_0725.png, 0.06, 0.36, 0.39 
725, Cell_0726.png, 0.13, 0.16, 0.87 
726, Cell_0727.png, 0.12, 0.60, 0.04 
727, Cell_0728.png, 0.10, 0.25, 0.53 
728, Cell_0729.png, 0.17, 0.03, 0.47 
729, Cell_0730.png, 0.11, 0.22, 0.30 
730, Cell_0731.png, 0.12, 0.16, 0.78 
731, Cell_0732.png, 0.12, 0.17, 0.26 
732, Cell_0733.png, 0.17, 0.48, 0.02 
733, Cell_0734.png, 0.10, 0.28, 0.36 
734, Cell_0735.png, 0.11, 0.54, 0.60 
735, Cell_0736.png, 0.13, 0.20, 0.39 
736, Cell_0737.png, 0.12, 0.27, 0.14 
737, Cell_0738.png, 0.08, 0.63, 0.54 
738, Cell_0739.png, 0.14, 0.14, 0.67 
739, Cell_0740.png, 0.13, 0.59, 0.43 
740, Cell_0741.png, 0.14, 0.24, 0.66 
741, Cell_0742.png, 0.06, 0.31, 0.79 
742, Cell_0743.png, 0.13, 0.96, 0.79 
743, Cell_0744.png, 0.13, 0.78, 0.42 
744, Cell_0745.png, 0.13, 0.09, 0.49 
745, Cell_0746.png, 0.17, 0.33, 0.81 
746, Cell_0747.png, 0.13, 0.18, 0.72 
747, Cell_0748.png, 0.17, 0.81, 0.28 
748, Cell_0749.png, 0.10, 1.00, 0.77 
749, Cell_0750.png, 0.14, 0.93, 0.85 
750, Cell_0751.png, 0.14, 0.14, 0.29 
751, Cell_0752.png, 0.09, 0.34, 0.13 
752, Cell_0753.png, 0.10, 0.58, 0.57 
753, Cell_0754.png, 0.14, 0.67, 0.22 
754, Cell_0755.png, 0.11, 0.74, 0.14 
755, Cell_0756.png, 0.15, 0.14, 0.60 
756, Cell_0757.png, 0.09, 0.22, 0.20 
757, Cell_0758.png, 0.09, 0.30, 0.09 
758, Cell_0759.png, 0.16, 0.72, 0.39 
759, Cell_0760.png, 0.12, 0.78, 0.54 
760, Cell_0761.png, 0.02, 0.54, 0.71 
761, Cell_0762.png, 0.14, 0.17, 0.15 
762, Cell_0763.png, 0.11, 0.35, 0.57 
763, Cell_0764.png, 0.10, 0.47, 0.90 
764, Cell_0765.png, 0.10, 0.52, 0.91 
765, Cell_0766.png, 0.08, 0.66, 0.66 
766, Cell_0767.png, 0.16, 0.50, 0.55 
767, Cell_0768.png, 0.14, 0.59, 0.31 
768, Cell_0769.png, 0.14, 0.22, 0.62 
769, Cell_0770.png, 0.05, 0.47, 0.41 
770, Cell_0771.png, 0.07, 0.81, 0.77 
771, Cell_0772.png, 0.17, 0.14, 0.16 
772, Cell_0773.png, 0.14, 0.81, 0.38 
773, Cell_0774.png, 0.15, 0.45, 0.52 
774, Cell_0775.png, 0.10, 0.42, 0.82 
775, Cell_0776.png, 0.12, 0.95, 0.32 
776, Cell_0777.png, 0.16, 0.62, 0.20 
777, Cell_0778.png, 0.13, 0.83, 0.55 
778, Cell_0779.png, 0.12, 0.65, 0.60 
779, Cell_0780.png, 0.18, 0.04, 0.18 
780, Cell_0781.png, 0.10, 0.54, 0.34 
781, Cell_0782.png, 0.15, 0.77, 0.15 
782, Cell_0783.png, 0.17, 0.68, 0.42 
783, Cell_0784.png, 0.15, 0.16, 0.47 
784, Cell_0785.png, 0.14, 0.90, 0.28 
785, Cell_0786.png, 0.14, 0.47, 0.25 
786, Cell_0787.png, 0.13, 0.38, 0.81 
787, Cell_0788.png, 0.06, 0.95, 0.43 
788, Cell_0789.png, 0.16, 0.06, 0.54 
789, Cell_0790.png, 0.13, 0.59, 0.69 
790, Cell_0791.png, 0.13, 0.08, 0.89 
791, Cell_0792.png, 0.18, 0.45, 0.65 
792, Cell_0793.png, 0.12, 0.37, 0.04 
793, Cell_0794.png, 0.05, 0.74, 0.87 
794, Cell_0795.png, 0.15, 0.70, 0.16 
795, Cell_0796.png, 0.14, 0.41, 0.54 
796, Cell_0797.png, 0.12, 0.31, 0.42 
797, Cell_0798.png, 0.13, 0.96, 0.57 
798, Cell_0799.png, 0.10, 0.69, 0.79 
799, Cell_0800.png, 0.05, 0.47, 0.12 
800, Cell_0801.png, 0.11, 0.12, 0.85 
801, Cell_0802.png, 0.17, 0.84, 0.86 
802, Cell_0803.png, 0.16, 0.61, 0.85 
803, Cell_0804.png, 0.10, 0.63, 0.11 
804, Cell_0805.png, 0.13, 0.70, 0.46 
805, Cell_0806.png, 0.14, 0.76, 0.04 
806, Cell_0807.png, 0.10, 0.32, 0.18 
807, Cell_0808.png, 0.16, 0.81, 0.06 
808, Cell_0809.png, 0.11, 0.30, 0.57 
809, Cell_0810.png, 0.13, 0.24, 0.39 
810, Cell_0811.png, 0.14, 0.03, 0.12 
811, Cell_0812.png, 0.17, 0.02, 0.28 
812, Cell_0813.png, 0.18, 0.02, 0.38 
813, Cell_0814.png, 0.10, 0.27, 0.25 
814, Cell_0815.png, 0.14, 0.85, 0.11 
815, Cell_0816.png, 0.14, 0.79, 0.24 
816, Cell_0817.png, 0.11, 0.80, 0.60 
817, Cell_0818.png, 0.14, 0.34, 0.49 
818, Cell_0819.png, 0.10, 0.06, 0.43 
819, Cell_0820.png, 0.19, 0.05, 0.65 
820, Cell_0821.png, 0.11, 0.65, 0.44 
821, Cell_0822.png, 0.09, 0.39, 0.91 
822, Cell_0823.png, 0.12, 0.87, 0.65 
823, Cell_0824.png, 0.10, 0.49, 0.50 
824, Cell_0825.png, 0.10, 0.78, 0.87 
825, Cell_0826.png, 0.14, 0.90, 0.19 
826, Cell_0827.png, 0.14, 0.43, 0.45 
827, Cell_0828.png, 0.20, 0.07, 0.35 
828, Cell_0829.png, 0.15, 0.22, 0.86 
829, Cell_0830.png, 0.09, 0.77, 0.66 
830, Cell_0831.png, 0.10, 0.65, 0.72 
831, Cell_0832.png, 0.14, 0.61, 0.36 
832, Cell_0833.png, 0.14, 0.95, 0.71 
833, Cell_0834.png, 0.12, 0.21, 0.11 
834, Cell_0835.png, 0.09, 0.54, 0.03 
835, Cell_0836.png, 0.18, 0.13, 0.07 
836, Cell_0837.png, 0.12, 0.90, 0.34 
837, Cell_0838.png, 0.14, 0.81, 0.49 
838, Cell_0839.png, 0.06, 0.41, 0.28 
839, Cell_0840.png, 0.09, 0.29, 0.50 
840, Cell_0841.png, 1.00, 0.32, 0.55 
841, Cell_0842.png, 1.00, 0.44, 0.89 
842, Cell_0843.png, 1.00, 0.75, 0.21 
843, Cell_0844.png, 0.98, 0.51, 0.12 
844, Cell_0845.png, 0.82, 0.71, 0.39 
845, Cell_0846.png, 0.99, 0.39, 0.78 
846, Cell_0847.png, 0.97, 0.34, 0.06 
847, Cell_0848.png, 1.00, 0.07, 0.76 
848, Cell_0849.png, 1.00, 0.84, 0.42 
849, Cell_0850.png, 0.99, 1.01, 0.94 
850, Cell_0851.png, 0.99, 0.86, 0.95 
851, Cell_0852.png, 0.40, 0.67, 0.88 
852, Cell_0853.png, 0.42, 0.08, 0.67 
853, Cell_0854.png, 0.34, 0.12, 0.12 
854, Cell_0855.png, 0.31, 0.44, 0.09 
855, Cell_0856.png, 0.39, 0.49, 0.19 
856, Cell_0857.png, 0.41, 0.46, 0.42 
857, Cell_0858.png, 0.26, 0.81, 0.60 
858, Cell_0859.png, 0.31, 0.10, 0.38 
859, Cell_0860.png, 0.41, 0.94, 0.82 
860, Cell_0861.png, 0.40, 0.58, 0.04 
861, Cell_0862.png, 0.35, 0.03, 0.56 
862, Cell_0863.png, 0.29, 0.67, 0.68 
863, Cell_0864.png, 0.32, 0.59, 0.80 
864, Cell_0865.png, 0.42, 0.05, 0.54 
865, Cell_0866.png, 0.40, 0.06, 0.14 
866, Cell_0867.png, 0.43, 0.94, 0.35 
867, Cell_0868.png, 0.34, 0.08, 0.71 
868, Cell_0869.png, 0.35, 0.75, 0.74 
869, Cell_0870.png, 0.42, 0.72, 0.07 
870, Cell_0871.png, 0.41, 0.20, 0.59 
871, Cell_0872.png, 0.33, 0.43, 0.30 
872, Cell_0873.png, 0.32, 0.84, 0.35 
873, Cell_0874.png, 0.30, 0.55, 0.27 
874, Cell_0875.png, 0.33, 0.27, 0.08 
875, Cell_0876.png, 0.34, 0.80, 0.31 
876, Cell_0877.png, 0.29, 0.62, 0.60 
877, Cell_0878.png, 0.38, 0.27, 0.64 
878, Cell_0879.png, 0.33, 0.81, 0.78 
879, Cell_0880.png, 0.33, 0.05, 0.77 
880, Cell_0881.png, 0.26, 0.54, 0.84 
881, Cell_0882.png, 0.31, 0.74, 0.09 
882, Cell_0883.png, 0.39, 0.92, 0.39 
883, Cell_0884.png, 0.30, 0.10, 0.04 
884, Cell_0885.png, 0.41, 0.84, 0.55 
885, Cell_0886.png, 0.40, 0.18, 0.67 
886, Cell_0887.png, 0.40, 0.43, 0.08 
887, Cell_0888.png, 0.33, 1.00, 0.70 
888, Cell_0889.png, 0.25, 0.07, 0.88 
889, Cell_0890.png, 0.31, 0.14, 0.02 
890, Cell_0891.png, 0.29, 0.69, 0.51 
891, Cell_0892.png, 0.37, 1.00, 0.77 
892, Cell_0893.png, 0.44, 0.70, 0.63 
893, Cell_0894.png, 0.29, 0.95, 0.47 
894, Cell_0895.png, 0.32, 0.82, 0.92 
895, Cell_0896.png, 0.41, 0.13, 0.17 
896, Cell_0897.png, 0.40, 0.63, 0.05 
897, Cell_0898.png, 0.39, 0.58, 0.78 
898, Cell_0899.png, 0.44, 0.06, 0.77 
899, Cell_0900.png, 0.29, 0.18, 0.14 
900, Cell_0901.png, 0.36, 0.95, 0.58 
901, Cell_0902.png, 0.38, 0.02, 0.32 
902, Cell_0903.png, 1.01, 1.00, 0.35 
903, Cell_0904.png, 0.99, 0.52, 0.29 
904, Cell_0905.png, 0.98, 0.46, 0.07 
905, Cell_0906.png, 0.14, 0.86, 0.03 
906, Cell_0907.png, 0.20, 1.00, 0.42 
907, Cell_0908.png, 0.21, 0.89, 0.10 
908, Cell_0909.png, 0.11, 0.32, 0.99 
909, Cell_0910.png, 0.19, 0.62, 0.04 
910, Cell_0911.png, 0.21, 0.02, 0.11 
911, Cell_0912.png, 0.13, 0.24, 0.08 
912, Cell_0913.png, 0.21, 0.17, 0.03 
913, Cell_0914.png, 0.15, 0.83, 0.01 
914, Cell_0915.png, 0.10, 0.23, 0.99 
915, Cell_0916.png, 0.05, 0.08, 0.10 
916, Cell_0917.png, 0.15, 0.04, 0.02 
917, Cell_0918.png, 0.17, 0.11, 0.31 
918, Cell_0919.png, 0.13, 0.01, 0.21 
919, Cell_0920.png, 0.18, 0.25, 0.01 
920, Cell_0921.png, 0.25, 0.38, 0.35 
921, Cell_0922.png, 0.19, 0.36, 0.03 
922, Cell_0923.png, 0.18, 0.38, 0.54 
923, Cell_0924.png, 0.10, 0.64, 0.03 
924, Cell_0925.png, 0.14, 0.16, 0.99 
925, Cell_0926.png, 0.21, 1.00, 0.79 
926, Cell_0927.png, 0.23, 0.46, 0.08 
927, Cell_0928.png, 0.20, 0.90, 0.00 
928, Cell_0929.png, 0.20, 0.05, 0.88 
929, Cell_0930.png, 0.15, 0.11, 0.00 
930, Cell_0931.png, 0.21, 0.13, 0.02 
931, Cell_0932.png, 0.20, 0.10, 0.02 
932, Cell_0933.png, 0.19, 0.85, 0.06 
933, Cell_0934.png, 0.17, 0.52, 0.01 
934, Cell_0935.png, 0.20, 0.57, 0.03 
935, Cell_0936.png, 0.12, 0.04, 0.85 
936, Cell_0937.png, 0.13, 0.02, 0.03 
937, Cell_0938.png, 0.14, 0.61, 0.99 
938, Cell_0939.png, 0.19, 0.70, 0.18 
939, Cell_0940.png, 0.21, 0.17, 0.34 
940, Cell_0941.png, 0.19, 0.77, 0.02 
941, Cell_0942.png, 0.12, 0.40, 0.01 
942, Cell_0943.png, 0.09, 0.43, 0.01 
943, Cell_0944.png, 0.14, 0.20, 0.02 
944, Cell_0945.png, 0.18, 0.92, 0.03 
945, Cell_0946.png, 0.13, 0.60, 0.14 
946, Cell_0947.png, 0.14, 0.70, 0.03 
947, Cell_0948.png, 0.23, 0.09, 0.09 
948, Cell_0949.png, 0.20, 0.20, 0.04 
949, Cell_0950.png, 0.25, 0.01, 0.17 
